location,purchase_date,purchase_id,product_code,quantity_sold,quantity_returned,revenue_after_returns
1,3/1/2020,3949572,36919,3,0,390
1,3/1/2020,3949572,10610,2,0,170
1,4/1/2020,4076275,18772,2,0,48
1,4/1/2020,4076275,11457,3,0,78
1,4/1/2020,4076275,33529,3,0,27
1,5/1/2020,2631140,19727,4,0,136
1,5/1/2020,2631140,12883,2,0,300
1,5/1/2020,2631140,19365,5,0,145
1,5/1/2020,2631140,17151,4,0,100
1,5/1/2020,2631140,48913,5,0,215
1,5/1/2020,2631140,30172,5,0,480
1,6/1/2020,1946323,15472,5,0,700
1,6/1/2020,1946323,23867,5,0,285
2,2/1/2020,3333171,19786,7,0,644
2,2/1/2020,3333171,47665,7,0,434
2,2/1/2020,3456025,18939,2,0,232
2,2/1/2020,3456025,29820,1,0,127
2,3/1/2020,1511220,18772,1,0,24
2,3/1/2020,1511220,29628,1,1,0
2,3/1/2020,1511220,31052,5,1,52
2,5/1/2020,3941803,12063,3,0,63
2,5/1/2020,2225706,18772,7,0,168
2,5/1/2020,2225706,43225,7,0,189
2,5/1/2020,2225706,17245,3,0,213
2,5/1/2020,2225706,29009,2,0,148
2,5/1/2020,2225706,43575,4,0,208
2,5/1/2020,2225706,43520,7,0,987
2,3/1/2020,2143341,18772,4,0,96
2,3/1/2020,2143341,35820,3,0,48
2,5/1/2020,3953881,25905,1,0,121
2,3/1/2020,2154506,30036,1,0,61
2,6/1/2020,4979380,37767,1,0,78
2,6/1/2020,4979380,31379,5,0,425
2,6/1/2020,4979380,22584,5,0,435
2,6/1/2020,4979380,30985,2,0,190
2,1/1/2020,2165892,34258,3,0,267
2,1/1/2020,2122579,24242,3,0,24
2,1/1/2020,2122579,11963,5,0,630
2,4/1/2020,4980341,46351,4,0,396
2,4/1/2020,4980341,15758,5,0,175
2,4/1/2020,4980341,18779,6,0,630
2,5/1/2020,4572662,28211,5,0,345
2,5/1/2020,4572662,26257,3,0,42
2,6/1/2020,2528287,31523,4,0,192
2,4/1/2020,1088891,17857,5,0,400
2,4/1/2020,1088891,25662,6,0,432
2,4/1/2020,1088891,18563,6,0,108
2,4/1/2020,1088891,23878,3,0,243
2,4/1/2020,1088891,27511,1,0,143
2,4/1/2020,1088891,47632,6,0,894
2,4/1/2020,1088891,28071,3,0,246
2,4/1/2020,1088891,17126,7,0,707
2,5/1/2020,3636525,27271,5,0,350
2,5/1/2020,3636525,18772,5,0,120
2,5/1/2020,3636525,11605,1,0,73
2,6/1/2020,1154460,31379,4,0,340
2,6/1/2020,1154460,30881,1,0,128
2,6/1/2020,2371242,18913,2,0,214
2,6/1/2020,2371242,11396,5,0,730
2,6/1/2020,2909393,30943,7,0,868
2,6/1/2020,2349019,46841,1,0,69
2,6/1/2020,2349019,10234,7,0,427
2,6/1/2020,2349019,18772,2,0,48
1,1/1/2020,4442093,37522,1,0,106
1,1/1/2020,4442093,10968,4,0,376
1,1/1/2020,2837783,40726,7,0,693
1,1/1/2020,2837783,41032,4,0,288
1,1/1/2020,3253310,28028,5,0,50
1,1/1/2020,3253310,19727,7,0,238
1,1/1/2020,3253310,38035,4,0,436
1,1/1/2020,3253310,33941,5,0,250
1,1/1/2020,1333924,27463,5,0,515
1,1/1/2020,4697680,47941,3,0,252
1,1/1/2020,4697680,11631,6,0,174
1,1/1/2020,4697680,16363,4,0,576
1,1/1/2020,4697680,12820,2,0,118
1,3/1/2020,4100554,13520,1,0,75
1,3/1/2020,4100554,34375,7,0,784
1,5/1/2020,2395577,17750,5,0,445
1,5/1/2020,4725318,35873,4,0,392
1,5/1/2020,4725318,19204,4,0,420
1,5/1/2020,4725318,22970,1,0,6
1,5/1/2020,4725318,33558,6,0,546
1,5/1/2020,4725318,30725,5,0,90
1,5/1/2020,4725318,18772,6,0,144
1,5/1/2020,2045172,22342,2,0,88
1,5/1/2020,2045172,46483,7,0,602
1,5/1/2020,2045172,40370,2,0,40
1,5/1/2020,2045172,18772,6,0,144
1,6/1/2020,1645910,37100,4,0,144
1,6/1/2020,1645910,24258,5,0,215
1,6/1/2020,1645910,45558,3,0,273
1,6/1/2020,1645910,42423,3,0,198
1,6/1/2020,1645910,23657,2,0,298
1,6/1/2020,1645910,13487,5,0,655
1,1/1/2020,1270302,31603,3,0,39
1,1/1/2020,1270302,24143,2,0,52
1,1/1/2020,1270302,13300,7,0,532
1,5/1/2020,4442826,29215,5,0,285
1,5/1/2020,4870003,28561,7,0,308
1,5/1/2020,4870003,31379,4,0,340
1,6/1/2020,1674746,49583,6,0,840
1,6/1/2020,1674746,40247,4,0,108
1,6/1/2020,1674746,24655,7,0,616
1,6/1/2020,1674746,18772,2,0,48
1,6/1/2020,1674746,34118,5,0,750
1,6/1/2020,1674746,11002,1,0,94
1,6/1/2020,1674746,25056,1,0,84
1,6/1/2020,1674746,34074,5,0,595
2,1/1/2020,1294517,10872,3,0,327
2,5/1/2020,4586338,46365,2,0,230
2,5/1/2020,4586338,17985,7,0,154
2,5/1/2020,4586338,23420,2,0,298
2,5/1/2020,2636341,30480,1,0,150
1,3/1/2020,2447835,15606,5,0,500
1,3/1/2020,2447835,49265,5,0,455
1,3/1/2020,2882561,32349,6,0,372
1,4/1/2020,4375275,39872,6,0,546
1,5/1/2020,2383343,39191,4,0,172
1,5/1/2020,2383343,23270,7,0,784
1,5/1/2020,2383343,18772,6,0,144
1,6/1/2020,2144049,15943,4,0,60
1,6/1/2020,2144049,45460,2,0,144
1,6/1/2020,2144049,48333,2,0,28
1,1/1/2020,3023643,28057,5,0,455
1,1/1/2020,3023643,18772,7,0,168
1,4/1/2020,2009676,13793,1,0,89
1,6/1/2020,3059331,20557,3,0,186
1,6/1/2020,3059331,17361,5,0,310
1,6/1/2020,4349999,30931,7,0,231
2,6/1/2020,3564724,21674,4,0,264
2,6/1/2020,3564724,29882,4,0,336
1,3/1/2020,4282562,36847,2,0,210
1,3/1/2020,4282562,18300,5,0,720
1,5/1/2020,2720837,15371,2,0,136
1,5/1/2020,2720837,46141,3,0,255
1,5/1/2020,2720837,47024,2,0,36
1,1/1/2020,2956210,19727,5,0,170
1,1/1/2020,2956210,13379,4,0,352
1,1/1/2020,2956210,32980,1,0,11
1,1/1/2020,3767146,25187,4,0,128
1,1/1/2020,3767146,11672,1,0,48
1,1/1/2020,3767146,25382,2,0,48
1,1/1/2020,3767146,32776,3,0,372
1,4/1/2020,3359734,29752,2,0,204
1,5/1/2020,4267042,49882,1,0,23
1,1/1/2020,3777791,38546,7,0,938
1,6/1/2020,2807508,36147,3,0,189
1,1/1/2020,4604031,12088,4,0,324
1,1/1/2020,4604031,42789,1,0,119
1,1/1/2020,4604031,19727,6,0,204
1,6/1/2020,1585360,18052,3,0,81
1,6/1/2020,1585360,11335,5,0,640
1,6/1/2020,3918095,17428,5,0,180
1,6/1/2020,3918095,41229,2,1,111
1,6/1/2020,3918095,23743,7,0,798
1,6/1/2020,3826589,37155,1,0,149
1,6/1/2020,3826589,28030,7,0,49
1,2/1/2020,1950329,29937,6,0,486
1,2/1/2020,1950329,18772,2,0,48
1,2/1/2020,1950329,30166,4,0,72
1,6/1/2020,2696774,18772,5,0,120
1,6/1/2020,2696774,11148,3,0,309
1,5/1/2020,1964324,46863,2,0,98
2,1/1/2020,4073542,19727,7,0,238
2,3/1/2020,2256459,28288,3,0,366
2,3/1/2020,2256459,16412,7,0,889
2,5/1/2020,2979256,20475,7,0,511
2,5/1/2020,2979256,19727,7,0,238
2,5/1/2020,2979256,18406,2,0,216
2,5/1/2020,2408785,41354,7,0,896
2,6/1/2020,4269671,18037,5,0,420
2,6/1/2020,4269671,27126,6,0,528
2,6/1/2020,4269671,43562,5,0,670
2,6/1/2020,4269671,10082,5,0,750
2,6/1/2020,4269671,42493,5,0,40
2,6/1/2020,4269671,30223,3,0,246
2,6/1/2020,4269671,19727,6,0,204
2,6/1/2020,4269671,14141,6,0,798
2,6/1/2020,4269671,21088,4,0,192
2,6/1/2020,2537521,48299,1,0,99
2,6/1/2020,2537521,41011,6,0,738
2,6/1/2020,2537521,39589,6,0,162
2,6/1/2020,2537521,24293,5,0,585
2,6/1/2020,2537521,35931,6,0,732
2,6/1/2020,2537521,18772,2,0,48
2,6/1/2020,2537521,46332,4,0,52
2,1/1/2020,3682945,17259,2,0,26
1,3/1/2020,4191916,31379,4,0,340
1,3/1/2020,4191916,24932,7,0,434
1,3/1/2020,4191916,30958,5,0,145
1,4/1/2020,3536269,40050,5,0,615
1,5/1/2020,2011398,42916,7,0,609
1,5/1/2020,2011398,44676,4,0,488
1,5/1/2020,2011398,29477,3,0,303
1,5/1/2020,2011398,44446,7,0,273
1,5/1/2020,2011398,20108,3,0,255
1,5/1/2020,2011398,31628,6,0,192
1,6/1/2020,1846183,15718,4,0,296
1,1/1/2020,1181036,25494,3,0,420
1,1/1/2020,1181036,17657,2,0,142
1,1/1/2020,1181036,18996,3,0,93
1,1/1/2020,1181036,35946,6,0,252
1,1/1/2020,1181036,26644,5,0,665
1,4/1/2020,2533969,38564,6,0,324
1,4/1/2020,2533969,24881,7,0,637
1,4/1/2020,2533969,45595,1,0,75
1,4/1/2020,2533969,18772,1,0,24
1,4/1/2020,2533969,41457,4,0,468
2,6/1/2020,1366266,22350,3,0,63
2,6/1/2020,1366266,27856,3,0,189
2,6/1/2020,1360922,33734,1,0,116
2,6/1/2020,1360922,19727,6,0,204
2,6/1/2020,1360922,41577,7,0,140
2,6/1/2020,1360922,37044,2,0,294
2,1/1/2020,1590018,20780,3,0,312
2,1/1/2020,1590018,41197,7,0,427
2,1/1/2020,1590018,46600,3,0,45
2,5/1/2020,2393380,18772,1,0,24
2,5/1/2020,2393380,19113,3,0,249
2,5/1/2020,2393380,12063,5,0,105
2,1/1/2020,3469610,19593,5,0,180
2,3/1/2020,3862544,11404,5,0,385
2,5/1/2020,4593761,11253,6,0,552
2,6/1/2020,4317526,14889,2,0,186
1,5/1/2020,4398928,12320,5,0,410
1,2/1/2020,3794733,28640,2,0,210
1,2/1/2020,3794733,42904,6,0,630
1,2/1/2020,3794733,10389,7,0,735
1,2/1/2020,4463223,26482,4,0,24
1,2/1/2020,4463223,28017,7,0,931
1,4/1/2020,2087267,18604,3,0,378
1,1/1/2020,4673547,49630,7,1,318
1,1/1/2020,4673547,27945,4,0,532
1,1/1/2020,4673547,13069,2,0,110
1,1/1/2020,4673547,40649,1,1,0
2,1/1/2020,4741832,30184,4,0,176
2,1/1/2020,4741832,47506,1,0,114
1,1/1/2020,1611588,36847,4,0,420
1,1/1/2020,1611588,47334,7,0,665
1,2/1/2020,4431774,32059,3,0,174
1,2/1/2020,4431774,40137,3,0,405
1,2/1/2020,4431774,13784,5,0,690
1,2/1/2020,4431774,22508,7,0,714
1,3/1/2020,2132313,14761,6,0,834
1,3/1/2020,2899725,29462,2,0,216
1,3/1/2020,2899725,45141,3,0,402
1,3/1/2020,2899725,37461,3,0,360
1,4/1/2020,4113945,43626,5,0,590
1,4/1/2020,4113945,39411,4,0,172
1,4/1/2020,4113945,29577,3,0,312
1,4/1/2020,4113945,22534,3,0,273
1,4/1/2020,4113945,12663,4,0,292
1,4/1/2020,4113945,34207,1,0,19
1,4/1/2020,4113945,46910,6,0,876
3,1/1/2020,2960598,31379,2,0,170
3,1/1/2020,2960598,14263,1,0,147
1,2/1/2020,4557998,39278,5,0,735
1,4/1/2020,2639221,28850,7,0,154
1,4/1/2020,2639221,43614,6,0,354
1,4/1/2020,2639221,18772,7,0,168
1,6/1/2020,3866078,49400,1,0,21
1,6/1/2020,3866078,20666,7,0,931
1,6/1/2020,3866078,12570,7,0,798
1,6/1/2020,3866078,44676,5,0,610
1,5/1/2020,1484597,12863,3,0,282
1,6/1/2020,2380823,22077,4,0,384
2,1/1/2020,4840841,18772,3,0,72
2,1/1/2020,4840841,42265,6,0,210
2,1/1/2020,4840841,26877,2,0,34
2,3/1/2020,3408893,10792,3,0,450
2,3/1/2020,3408893,19114,7,0,399
2,6/1/2020,2008296,34704,4,0,32
2,6/1/2020,2008296,39942,7,0,385
2,6/1/2020,2008296,10028,1,0,112
2,2/1/2020,2124510,18772,4,0,96
2,2/1/2020,2124510,32186,5,0,395
2,3/1/2020,4488892,40020,1,0,39
2,3/1/2020,3568496,25473,4,0,512
2,3/1/2020,3568496,31852,2,0,76
2,3/1/2020,3568496,33985,5,0,700
2,3/1/2020,3568496,17632,4,0,376
2,3/1/2020,3568496,43065,3,0,24
2,5/1/2020,1227388,30770,7,0,574
2,5/1/2020,1227388,18772,7,0,168
2,5/1/2020,1227388,43022,1,0,25
2,5/1/2020,1134182,44817,5,0,45
2,5/1/2020,1134182,48786,7,0,686
2,5/1/2020,1134182,19727,6,0,204
2,5/1/2020,1134182,12950,3,0,399
2,5/1/2020,1134182,21924,7,0,574
2,1/1/2020,4233158,43755,2,0,34
1,2/1/2020,1377798,19727,2,0,68
1,2/1/2020,1377798,11720,7,0,434
2,5/1/2020,1961432,20221,7,0,693
2,5/1/2020,1961432,19636,2,0,98
2,5/1/2020,1961432,48610,7,0,504
2,5/1/2020,4088806,35949,7,0,574
2,6/1/2020,1109484,40202,3,0,336
2,6/1/2020,3307899,17818,3,0,27
2,6/1/2020,3307899,18772,1,0,24
2,6/1/2020,3307899,36305,7,0,483
3,1/1/2020,2870118,26718,7,0,357
3,1/1/2020,2870118,23485,7,0,840
3,1/1/2020,2870118,33247,7,0,84
3,1/1/2020,2870118,43862,2,0,228
3,1/1/2020,2870118,18772,5,0,120
3,4/1/2020,3116903,13821,7,0,588
3,5/1/2020,4538711,31367,2,0,44
3,5/1/2020,4538711,34917,1,0,123
3,5/1/2020,4538711,19534,7,0,595
3,5/1/2020,4538711,49288,4,1,309
1,1/1/2020,2603489,21190,7,0,182
1,6/1/2020,4431612,38204,3,0,87
1,6/1/2020,4431612,30036,4,0,244
1,6/1/2020,4937161,35674,1,0,52
1,6/1/2020,4937161,15048,2,0,190
1,6/1/2020,4937161,21537,5,0,425
1,6/1/2020,4937161,43578,4,0,20
1,6/1/2020,4937161,37653,5,0,450
1,1/1/2020,4300940,35429,4,0,304
1,1/1/2020,4300940,38233,2,1,126
1,1/1/2020,4300940,37947,3,0,315
1,1/1/2020,4300940,22831,7,1,594
1,1/1/2020,4300940,24189,7,0,203
1,2/1/2020,1235757,18772,2,0,48
1,2/1/2020,1235757,29799,6,0,834
1,5/1/2020,1149845,31379,7,0,595
1,5/1/2020,1149845,10821,7,0,938
1,6/1/2020,3108254,13949,2,0,40
1,6/1/2020,2725637,10993,7,0,504
1,1/1/2020,4044155,37947,5,0,525
1,1/1/2020,4044155,22653,5,0,300
1,1/1/2020,4044155,21337,2,0,14
1,1/1/2020,4044155,24715,7,0,476
1,1/1/2020,2098104,19727,1,0,34
1,1/1/2020,2098104,42999,5,0,515
1,1/1/2020,2098104,26343,7,0,427
1,2/1/2020,2126997,19727,3,0,102
1,2/1/2020,2126997,42834,6,0,132
1,2/1/2020,3470259,29240,4,0,248
1,2/1/2020,3470259,19783,3,0,33
2,1/1/2020,4308050,23869,3,0,111
2,1/1/2020,4308050,33807,3,0,432
2,1/1/2020,4308050,26082,2,0,110
2,1/1/2020,4308050,49649,2,0,162
2,1/1/2020,4308050,43617,6,0,150
2,1/1/2020,2262346,41581,2,0,250
2,1/1/2020,2262346,34375,7,0,784
2,1/1/2020,2262346,19052,6,0,216
2,3/1/2020,3224315,31419,4,0,432
2,3/1/2020,3224315,46350,1,0,116
2,3/1/2020,3224315,25014,5,0,55
2,3/1/2020,3224315,15204,2,0,234
2,3/1/2020,3224315,26997,2,0,176
2,3/1/2020,2440854,18772,1,0,24
2,5/1/2020,4912938,45931,2,0,276
2,5/1/2020,4912938,36198,4,0,72
2,5/1/2020,4912938,42451,7,0,714
2,5/1/2020,4912938,46125,4,1,45
2,5/1/2020,4912938,49705,3,0,57
2,5/1/2020,4912938,17846,6,0,438
2,5/1/2020,4912938,11338,6,0,726
2,5/1/2020,4912938,39644,6,0,384
2,6/1/2020,2443634,47831,6,0,708
2,6/1/2020,2443634,23731,1,0,134
2,6/1/2020,2443634,25818,2,0,266
2,6/1/2020,2443634,19818,3,0,354
2,6/1/2020,2443634,35651,6,0,798
2,6/1/2020,2443634,44394,5,0,225
2,6/1/2020,2443634,17930,2,0,272
1,6/1/2020,4220292,39574,3,0,390
1,6/1/2020,4220292,19727,6,0,204
1,6/1/2020,4220292,47273,2,0,254
1,6/1/2020,4220292,41770,2,0,216
1,4/1/2020,2065243,46034,2,0,240
1,4/1/2020,2065243,48913,3,0,129
1,5/1/2020,2404076,22686,5,0,185
1,6/1/2020,3483509,39206,2,0,174
1,6/1/2020,3483509,49493,2,0,122
2,4/1/2020,4178629,31800,3,0,306
2,6/1/2020,4522709,37207,5,0,325
2,6/1/2020,4522709,27633,1,0,67
2,6/1/2020,2879241,15997,3,0,99
2,6/1/2020,2879241,17058,3,0,81
2,6/1/2020,2879241,48854,3,0,216
3,1/1/2020,1151649,19727,1,0,34
2,1/1/2020,1685755,33499,6,0,36
2,3/1/2020,4369875,46884,3,0,135
3,4/1/2020,2072972,43552,1,0,111
3,4/1/2020,2072972,10339,1,0,148
3,4/1/2020,2072972,34483,7,0,854
2,2/1/2020,3959051,28407,2,0,160
2,2/1/2020,3959051,47346,2,0,250
2,2/1/2020,3959051,14621,2,0,214
2,2/1/2020,3959051,26608,1,0,23
2,3/1/2020,1780256,18043,1,0,76
2,3/1/2020,2076005,26386,1,0,133
2,3/1/2020,2076005,19727,1,0,34
2,6/1/2020,3667133,23652,5,0,660
2,6/1/2020,3667133,31379,3,0,255
2,6/1/2020,1578532,19162,6,0,438
2,6/1/2020,1578532,24312,3,0,408
2,6/1/2020,1578532,37160,6,0,582
2,6/1/2020,4498555,16102,6,0,174
2,5/1/2020,4250384,31379,3,0,255
2,5/1/2020,4250384,33666,1,0,109
2,5/1/2020,4250384,18968,2,0,144
2,6/1/2020,3535615,14113,7,0,182
2,6/1/2020,3535615,36160,3,0,60
2,6/1/2020,3535615,33083,6,1,745
2,6/1/2020,3535615,19194,3,0,345
1,4/1/2020,1642506,16708,6,0,672
1,4/1/2020,1642506,44956,7,0,700
1,4/1/2020,1642506,28926,4,0,536
1,5/1/2020,3793347,28785,1,0,103
1,5/1/2020,3793347,19258,1,0,96
1,5/1/2020,2942291,18207,6,0,594
1,1/1/2020,4749324,39444,5,0,310
1,1/1/2020,4749324,35409,6,0,312
1,1/1/2020,4749324,45325,6,0,450
1,1/1/2020,4749324,42241,3,0,246
1,1/1/2020,4749324,13436,5,0,300
1,1/1/2020,4749324,37211,5,0,175
1,1/1/2020,3945079,16342,5,0,120
1,1/1/2020,3945079,44690,7,0,742
1,1/1/2020,3945079,34971,3,0,420
1,6/1/2020,2236486,37882,6,0,840
1,6/1/2020,2236486,11851,2,0,134
1,1/1/2020,3378779,37262,1,0,19
1,1/1/2020,2748864,20115,2,0,142
1,3/1/2020,3614317,31381,6,0,492
1,3/1/2020,4498654,11058,3,0,114
1,3/1/2020,4498654,36525,1,1,0
1,3/1/2020,4498654,15781,7,0,329
1,3/1/2020,4498654,10207,6,0,654
1,3/1/2020,3406305,14495,2,0,188
1,4/1/2020,2826832,32635,1,0,72
1,4/1/2020,2826832,22068,1,0,110
1,5/1/2020,1715536,18253,3,0,210
1,5/1/2020,1715536,32020,4,0,408
1,5/1/2020,1715536,41740,1,0,10
1,5/1/2020,4578672,39209,5,0,575
1,2/1/2020,4105660,48566,3,0,153
1,3/1/2020,2197482,12834,3,0,198
1,3/1/2020,2197482,10059,7,0,588
1,3/1/2020,2197482,13379,5,0,440
1,3/1/2020,2197482,36330,5,0,740
1,6/1/2020,2137517,20282,7,0,189
1,6/1/2020,2137517,34203,4,0,152
1,6/1/2020,2137517,39859,6,0,246
1,6/1/2020,2137517,20224,6,0,258
1,6/1/2020,2137517,41435,5,0,380
1,6/1/2020,2137517,13665,2,0,102
1,6/1/2020,2137517,31212,3,0,153
1,6/1/2020,2137517,38781,6,0,468
1,2/1/2020,3899329,26270,5,0,240
1,2/1/2020,3899329,34694,6,0,516
1,2/1/2020,3899329,36744,5,0,410
1,2/1/2020,3899329,13290,5,0,280
1,2/1/2020,3899329,49914,1,0,12
1,2/1/2020,3899329,42163,1,0,100
1,2/1/2020,3899329,21455,1,0,87
1,2/1/2020,3899329,30982,1,0,8
1,2/1/2020,3899329,15078,3,0,264
1,2/1/2020,3899329,22912,4,0,392
1,2/1/2020,3899329,10688,7,0,77
1,2/1/2020,3899329,29882,7,0,588
1,2/1/2020,3899329,49703,3,0,318
1,5/1/2020,4688564,34085,7,0,161
1,5/1/2020,4688564,20885,2,0,84
1,6/1/2020,1900872,29615,2,0,88
1,6/1/2020,1900872,38044,6,0,558
1,6/1/2020,1900872,44033,4,0,36
1,6/1/2020,1900872,34880,2,0,12
1,6/1/2020,1900872,44709,4,0,76
1,1/1/2020,2675223,19163,4,0,216
1,1/1/2020,2675223,15758,4,0,140
1,1/1/2020,2675223,31461,6,0,414
1,1/1/2020,2675223,30288,6,0,594
1,1/1/2020,2675223,18519,5,0,470
1,1/1/2020,2675223,40726,7,0,693
1,1/1/2020,3219833,36352,5,1,460
1,1/1/2020,3219833,40014,4,0,276
1,1/1/2020,3219833,36879,2,1,94
1,6/1/2020,4232660,44768,4,0,332
1,6/1/2020,4232660,28262,6,0,768
2,3/1/2020,4862798,27219,5,0,70
2,3/1/2020,4862798,31379,1,0,85
2,3/1/2020,4862798,27450,6,0,456
2,6/1/2020,4958889,23216,5,0,175
2,6/1/2020,4958889,23910,2,0,186
2,6/1/2020,4958889,34288,7,0,574
2,6/1/2020,4958889,34957,6,0,654
2,6/1/2020,4958889,19298,7,0,539
2,6/1/2020,4958889,35413,1,0,111
2,6/1/2020,4958889,42669,7,0,826
2,6/1/2020,4958889,36770,1,0,69
1,6/1/2020,4638828,34459,7,0,707
1,6/1/2020,4638828,32630,4,0,600
1,1/1/2020,2406064,14614,5,0,645
1,1/1/2020,2566577,25676,1,0,57
1,1/1/2020,2566577,35840,5,0,510
1,1/1/2020,2566577,32405,4,0,232
1,1/1/2020,2566577,42834,7,0,154
1,1/1/2020,2566577,40032,6,0,510
1,1/1/2020,2566577,40768,3,0,243
1,1/1/2020,2566577,26441,7,0,973
1,1/1/2020,1599166,20367,1,0,11
1,6/1/2020,2014184,38158,3,0,39
1,6/1/2020,2014184,17222,6,0,90
1,6/1/2020,2014184,38811,6,0,420
1,6/1/2020,2014184,16870,4,0,104
1,6/1/2020,2014184,49466,1,0,43
1,5/1/2020,1317810,44485,6,0,822
1,6/1/2020,2208390,31685,2,0,128
1,6/1/2020,2208390,49577,4,0,84
1,6/1/2020,2208390,49763,4,0,512
1,6/1/2020,2208390,19727,4,0,136
1,6/1/2020,2208390,37926,4,0,384
1,6/1/2020,2208390,14641,6,0,720
1,6/1/2020,2208390,41964,2,0,280
2,2/1/2020,4685829,10488,6,0,660
2,2/1/2020,4685829,18772,3,0,72
2,5/1/2020,1877901,30198,5,0,715
2,5/1/2020,1877901,19977,5,0,600
2,5/1/2020,1877901,40180,3,0,339
2,5/1/2020,1877901,41409,6,0,540
2,6/1/2020,4809422,38202,3,0,15
2,6/1/2020,4809422,28719,3,0,177
2,6/1/2020,4809422,46681,2,0,126
2,6/1/2020,1908218,47455,2,0,284
2,6/1/2020,1908218,46790,2,0,290
2,6/1/2020,1908218,27049,4,0,316
2,6/1/2020,1908218,39481,1,0,58
2,6/1/2020,1908218,49105,5,0,230
2,6/1/2020,1908218,22584,1,0,87
2,6/1/2020,1908218,43196,6,0,30
2,1/1/2020,3804130,22801,1,0,82
2,5/1/2020,2261455,49116,5,0,80
2,5/1/2020,2261455,23657,5,0,745
3,5/1/2020,1776759,46655,6,0,510
3,5/1/2020,1776759,33764,5,0,740
3,5/1/2020,1776759,32724,6,0,696
3,5/1/2020,1776759,45413,7,0,42
3,5/1/2020,1776759,26075,2,0,92
3,5/1/2020,1776759,14126,1,0,14
3,5/1/2020,1776759,12641,2,1,36
3,5/1/2020,1776759,23247,3,0,63
3,5/1/2020,1776759,27927,6,0,48
3,5/1/2020,2086730,49502,3,0,297
3,6/1/2020,2362235,38526,5,0,300
3,6/1/2020,2362235,27586,5,0,735
3,6/1/2020,2362235,46616,4,1,24
3,6/1/2020,2362235,31379,6,0,510
1,1/1/2020,4739504,49392,7,0,119
1,1/1/2020,4739504,43274,3,0,138
1,1/1/2020,4739504,36666,3,0,333
1,1/1/2020,4739504,25382,3,1,48
1,1/1/2020,4739504,37211,7,0,245
1,1/1/2020,4739504,42515,2,0,174
1,1/1/2020,4916635,43313,5,0,640
1,4/1/2020,3282388,37795,7,0,665
1,4/1/2020,3154327,43308,1,0,84
1,4/1/2020,3154327,35957,3,0,324
1,4/1/2020,3154327,16394,6,0,678
1,5/1/2020,4944920,40804,4,0,288
1,5/1/2020,4944920,43910,7,0,882
1,6/1/2020,4953692,23272,6,0,204
1,6/1/2020,4953692,35949,1,0,82
1,6/1/2020,4953692,46222,1,0,51
1,6/1/2020,4953692,40122,7,0,560
1,6/1/2020,4953692,43753,4,0,528
1,6/1/2020,4953692,40966,6,0,672
1,6/1/2020,4953692,46074,5,0,175
1,6/1/2020,4953692,10276,7,0,196
1,6/1/2020,4953692,34278,2,0,86
1,6/1/2020,4953692,18677,6,0,222
1,6/1/2020,4953692,19000,6,0,798
1,6/1/2020,4953692,28411,6,0,108
2,3/1/2020,3172970,28383,3,0,153
2,4/1/2020,1281271,31595,4,0,376
2,4/1/2020,1281271,16397,4,0,376
2,5/1/2020,2054064,16426,4,0,280
2,5/1/2020,2054064,41922,5,0,685
2,5/1/2020,2054064,22369,5,0,680
2,5/1/2020,2054064,11629,7,0,595
2,6/1/2020,4643825,21394,7,0,189
2,1/1/2020,2096626,15248,7,0,952
2,1/1/2020,2096626,32004,5,0,690
2,1/1/2020,2096626,37450,7,0,161
2,1/1/2020,2096626,47797,4,0,496
2,1/1/2020,2096626,30625,2,0,286
2,1/1/2020,2096626,19727,1,0,34
2,6/1/2020,2809570,12820,5,0,295
2,6/1/2020,2809570,36527,2,0,220
2,6/1/2020,2809570,40347,6,0,630
2,6/1/2020,2809570,12251,1,0,14
2,6/1/2020,2809570,11681,3,0,414
1,1/1/2020,4116942,18519,7,1,564
1,2/1/2020,1964819,24450,4,0,596
1,2/1/2020,1964819,41166,6,0,234
1,2/1/2020,1964819,28299,2,0,106
1,2/1/2020,1964819,12819,6,0,894
1,2/1/2020,1964819,44559,1,0,54
1,5/1/2020,4750378,45665,3,0,354
1,5/1/2020,4750378,39122,7,0,469
1,5/1/2020,4750378,37836,3,0,216
1,5/1/2020,4750378,42337,5,0,440
1,5/1/2020,4750378,30953,1,0,88
1,5/1/2020,4765398,14031,2,0,198
1,5/1/2020,4765398,13301,2,0,174
1,5/1/2020,4765398,31379,1,0,85
1,5/1/2020,4765398,37496,2,0,182
1,5/1/2020,4077226,16495,1,0,8
1,5/1/2020,4077226,46317,7,0,434
1,5/1/2020,4077226,30414,4,0,512
1,5/1/2020,2600176,15665,7,1,60
1,6/1/2020,1163686,31461,7,0,483
1,6/1/2020,1163686,45881,7,0,819
2,6/1/2020,2463739,39210,6,0,870
2,5/1/2020,2519892,45919,7,0,301
2,5/1/2020,2519892,31379,2,0,170
2,5/1/2020,1269668,45454,4,0,288
2,5/1/2020,1269668,45356,6,0,102
2,5/1/2020,1269668,47171,6,0,180
2,5/1/2020,2917936,41484,6,0,102
2,5/1/2020,2917936,47682,5,0,465
2,5/1/2020,2917936,43530,6,0,474
2,3/1/2020,4840627,49328,3,0,102
2,3/1/2020,4840627,18772,7,0,168
2,3/1/2020,4840627,31303,3,0,288
2,4/1/2020,4114543,26460,1,0,110
2,4/1/2020,4114543,36917,6,0,450
